Animal_Id,Cell_Id,R_Squared,gate,FC_model,FC_data,tau_E,I_baseline,I_HD,reversal_potential,A_fast,fc_stim_duration,stim_delay,g_T,V_half_T,k_T,tau_hT,E_Ca,g_h,V_half_h,tau_h_on,tau_h_off,g_a,A_sc,tau_sc_on,tau_sc_off,tau_sc_off2,w_sc,sc_delay,tau_scg,HDpeakFRsmooth,HDpeakFR,HDInx,pValS,pValR,nSpk,HDFR,HDAngle,vm_deltaBIC,vm_deltaAIC,vm_deltaLL,vm_mu1_deg,vm_mu2_deg,vm_kappa,vm_kappa2,vm_pi,vm_mu_uni_deg,vm_kappa_uni
EB09,1.0,0.7537310417027592,own,141.07901478756852,142.15686274509804,40.02945827986251,5.139539883804941,2.033510368815646,-32.90266624816739,230.13024646076818,13.699077612430026,3.900921806462281,5.128700265164739,-4.649434111680388,3.4787366601534333,13.66640275474593,90.25212808837695,36.01196995123048,-19.576059008232352,5.432856511400896,606.9947942841001,1.9944891915599083,59.292641252740296,17.936286443348678,331.11991867281216,110.21660736662564,0.3239848398369901,4.864748041643293,65.16953213098036,7.195121951219507,11.278195488721794,0.6472529909707935,0.018000000000000016,5.781870073154109e-16,188.0,2.1943206313293895,40.591500454238684,48.08593286575149,57.79525875424133,31.897629377120666,27.06281261873059,60.391224693654955,1.5380412072649392,30.3166866149031,0.5361955266576922,46.590399917307494,2.3599605981505505
EB12,50.0,0.6598377181376109,own,245.4893610828757,247.61904761904762,8.30791600342259,9.416806635537421,10.847824673023968,-45.209556125567474,167.75637122360286,12.089830204923807,6.800000058448965,51.70460081159628,-5.0,3.121085625812947,16.826011142314254,112.15156087121072,40.170115476230656,-7.801609129615698,11.508059965881019,281.6119272711997,1.851627293740377,57.22662707993548,32.22422681956109,282.39421633474024,139.75208690893254,1.0,27.886771659350543,35.779905595021226,102.80000000000219,140.00000000000296,0.9277207957506769,0.0010000000000000009,0.0,630.0,11.087848140831865,340.0264953260984,183.26799439976605,196.6051538579228,101.3025769289614,344.07827195877354,104.5506774352204,10.517643393670584,0.3444360068141309,0.95,344.51791822297463,5.399900386447691
EB12,51.0,0.6741639915042796,own,137.6090563270568,122.80701754385964,9.044744379312602,8.146695428076189,1.5392675780519711,-27.1932651070235,169.64636881933842,12.548652426023406,7.2513478323952505,5.982216605776916,-5.0,3.0,22.124730007794955,125.02349269265244,7.285829455240679,-21.97531124194239,7.977020902724524,695.7128507975025,0.6084282532444005,136.91975108725296,19.502847514207566,174.00028276799083,46.404309976806076,0.783319561109654,7.912936074946352,128.23752791927635,71.75324675324829,101.405622489962,0.9166043431738644,0.0,3.264014418303201e-280,799.0,12.978886811111877,273.75595075111755,-17.777447115873315,-3.7273642785744983,1.1363178607127509,282.6152472897345,271.1372889770752,14.006085669133011,18.189543977774434,0.533186053427505,277.23327921804884,13.687444322875768
EB12,52.0,0.8057604142832331,own,256.54222985448905,259.25925925925924,46.6203394999366,12.377274268075547,5.1782381065990055,-29.09662712152598,775.6000194368412,2.3480751070967045,4.051925175020292,19.2020887833991,-3.2810651106562263,3.446936329886999,8.0,122.00577504017143,10.21126147273562,-28.78014827629117,7.955504375189544,565.3468744091039,0.48875993580143406,110.68003141659837,39.57906570708678,141.13583314087006,115.21969298809974,0.6638434252842363,11.512912673369467,149.90301875994766,90.53672316384375,141.94915254237588,0.9149632111721017,0.0,0.0,728.0,11.532892506471411,179.5290288374829,13.439108994875767,27.210012139465817,16.60500606973291,182.641755211962,189.11996760837462,10.376636257500618,114.96136092017068,0.7807110961991918,184.11312493202047,12.564438748290893
EB12,53.0,0.7943324420591958,own,229.6750271919285,216.21621621621622,46.10052821558172,13.529294008197757,4.942472811096685,-49.44306875950301,341.21384148225434,4.991968837469985,4.208031163051503,20.674677062210797,-3.452808145280557,3.0,9.204593505535744,92.15878807304006,9.482110019570445,-26.165746169514733,4.869358564162098,207.74047877377282,1.9490799586739644,67.26309002324207,33.15697029965089,331.56799827693635,79.77554914289685,0.8941300200373298,24.08677517605253,35.63859005409138,109.90566037736085,195.5818965517283,0.9217709629439391,0.0010000000000000009,0.0,1142.0,18.787158927519734,3.1172766147155606,411.74749908003923,426.8691082506871,216.43455412534354,18.056025722385296,6.918897715581046,59.89035143961617,3.158679623159694,0.5460773922873109,13.51563728500824,5.870752119037942
EB12,54.0,0.7981732539960598,own,273.2070772633167,268.51851851851853,44.31459986758854,8.253450333858172,12.47235040836785,-27.112946018342353,590.0599918466249,3.106179971626702,5.000048375340742,6.408593536097683,-3.109112362403402,3.126030758718222,8.087835022339108,161.89898096608596,3.2303561212131844,-26.20049974195315,4.399470719915459,617.9127123767025,1.6129679809910562,72.19851920546469,10.27693078738607,334.0756439492659,121.05162234763321,0.7531296012702144,10.111532664590866,148.5420760078511,128.91156462585306,187.9251700680312,0.9117718554722639,0.0010000000000000009,0.0,951.0,16.429580847013135,24.972541557056537,111.82068965430904,126.3932318419453,66.19661592097265,34.268475012310525,27.49925620827612,10.91142353945207,1.1036774359160861,0.95,34.10154703847228,7.480237701224708
EB12,55.0,0.6986003622091845,own,288.46334579994345,296.2962962962963,45.530974543040294,9.114905285146367,11.755191741282403,-38.319446548090205,426.44313799969774,4.779365488616663,3.6000048480632247,47.89105939965964,-4.984123418442559,3.0,11.096339593692942,98.81999910239078,27.34986482512383,-16.681748758431333,12.097522681594803,219.649911318024,1.64780680522978,56.55389905320922,38.38931875874233,290.12423588035927,111.90582425239096,0.6861851903571999,15.252525408313742,37.19214331223966,132.9908675799115,255.1136363636418,0.912464229737907,0.0,0.0,1340.0,19.725038846550387,192.26939715736634,149.96969112894482,165.57096580777966,85.78548290388983,199.81296264770185,198.2998078378174,25.798568443581885,4.4573240151090125,0.735477190205522,199.44379690751802,11.072878040222959
EB12,57.0,0.5784425095044656,own,84.41760146022787,117.6470588235294,33.83450073455741,11.482559459950316,4.48848809228289,-24.525763725818507,178.321528628867,13.17632548774649,6.623674514630077,6.233362707793873,-3.2223558807987636,3.3481149649428867,8.687509804513963,80.15649011790967,11.58167587502929,-23.780321399993746,13.282729730567068,873.3562083596452,1.9998913924017863,177.59883734076485,32.843043995474595,233.88511979708298,57.442252556866556,0.35357337958573054,0.8696225637871541,103.20100109688902,43.777292576420145,56.277056277057476,0.8376950034660848,0.0,1.8920361371263605e-149,638.0,7.21840308105882,132.72189383212955,63.03691900770423,76.41193385773863,41.205966928869316,128.99408923694895,196.0965999236595,6.829375958644433,5.198832671043213,0.8605505010871036,136.78182287149883,3.6793198178157387
EB12,58.0,0.6478296082951083,own,163.8640223871861,180.18018018018017,24.857936936805817,13.65383939616075,7.4979699168305745,-29.508941154161544,183.00470612062702,13.323021246005975,6.000000239534593,10.710325624397013,-3.7563670137213636,3.506323346653698,10.435700638074474,111.17436831083091,12.858231949947093,-21.985453055126257,3.5299187497377718,779.1204589614144,1.8921939869128885,123.5277995689656,27.33613183734526,134.8515195805016,85.60764056952773,0.5790833995715906,4.956994949955226,143.84458338196205,71.6942148760346,89.87603305785315,0.9480080444201183,0.0,2.0861304171260612e-232,413.0,6.918488479460297,358.21828390242433,122.75530967236091,134.82565245124403,70.41282622562201,8.015856106534143,329.1272978316973,11.64924987786962,0.355118756583836,0.9341183165201896,7.556588814915892,5.396164141546649
EB12,59.0,0.3014478727888966,own,83.90114606525798,100.0,46.84946167778882,12.041344669101,7.0656356426567495,-25.41865495521462,144.76904861034825,13.395960084240901,5.804049937943006,5.242506314304131,-5.0,3.0,21.81747253460034,190.86696822715098,54.70610487170681,-15.436155725060997,3.8903592479002453,589.207657117899,1.4671115866262374,137.37361557041822,31.79660981033535,63.451250833502705,42.205967582148645,0.6942355204529316,3.4995256827743213,81.31281440249892,26.872246696035816,38.87559808612524,0.9374531464180882,0.0,2.234500215149745e-98,258.0,3.048160942897785,95.93865902115616,-4.711252579135353,5.947626175629498,5.973813087814749,108.76254233381441,88.00074091294927,42.61541977974446,49.52655717364782,0.5956105355114851,100.37942258885926,18.966976315379064
