Animal_Id,Cell_Id,R_Squared,SC_pd,SC_anti,SC_anti_data,tau_E,I_baseline,I_HD,A_fast,fc_stim_duration,stim_delay,g_T,V_half_T,k_T,tau_hT,E_Ca,g_a,A_sc,tau_sc_on,tau_sc_off,sc_delay,tau_dend,mg_conc,HDpeakFRsmooth,HDpeakFR,HDInx,pValS,pValR,nSpk,HDFR,HDAngle,vm_deltaBIC,vm_deltaAIC,vm_deltaLL,vm_mu1_deg,vm_mu2_deg,vm_kappa,vm_kappa2,vm_pi,vm_mu_uni_deg,vm_kappa_uni
EB12,83.0,0.49501337917478294,76.15549411412628,0.0,0.0,42.37608718168473,0.0,15.952198344206183,183.23906503038057,10.789135898594209,5.693407210647458,17.77734614861876,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,223.89961097379953,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,59.64285714285841,92.76729559748625,0.9129715373758214,0.0,1.03435236769975e-230,836.0,8.326547263713305,196.59907321456225,103.29214072067188,117.47802655992598,61.73901327996299,201.0222334244731,212.31366200849905,8.67306750224979,85.64866627821205,0.594893662719744,205.74534020860943,12.07912755220057
EB12,84.0,0.5320485381065775,83.56859076685066,0.0,0.0,42.37608718168473,0.0,17.570971201350847,185.40494821343506,10.789135898594209,5.693407210647458,26.666012400125286,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,227.53177034112383,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,94.40559440559642,128.99709302325854,0.8985731814057689,0.0,0.0,1398.0,14.863548794542803,136.3092689296265,113.01863867376869,128.74703244215004,67.37351622107502,132.19328998043048,150.69797071787016,20.455237618259844,6.128922053382909,0.6651485042071091,138.10185686072498,9.211577120066373
EB12,85.0,0.5920805118551853,42.35801701871621,0.0,0.0,42.37608718168473,0.0,17.345138560702484,241.72011442707088,10.789135898594209,5.693407210647458,5.0,-5.0,3.0,12.075622954953563,100.90832814579784,1.3705526321201467,185.49145627608158,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,69.21875000000148,104.79041916167887,0.824795979691741,0.0010000000000000009,5.130462924047751e-181,643.0,6.962204864231591,255.7321164371044,266.5382965265644,279.93673069927706,142.96836534963853,261.5740274348425,57.43594120687049,6.7927544193088645,3.0627637290366936,0.9297347178238677,263.23896973622595,2.942018350647124
EB12,86.0,0.4855285485698658,58.44469263784619,0.0,0.0,42.37608718168473,0.0,19.02742515098801,151.21988232485347,10.789135898594209,5.693407210647458,5.0,-5.0,3.0,12.075622954953563,100.90832814579784,0.5717095362170652,152.46905295147604,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,59.22897196261809,95.79439252336653,0.9162513660763001,0.0010000000000000009,1.929338738077111e-223,593.0,9.984785409618667,38.50163175585549,-1.9575631291777995,11.198020067815378,8.599010033907682,41.00277222056844,69.29605501199042,19.42966917474022,54.19366520156115,0.8797912198455874,44.36197802559569,13.912557754386313
EB12,87.0,0.291441318523899,78.62165172384901,0.0,0.0,42.37608718168473,0.0,19.42775039809604,144.45308031178286,10.789135898594209,5.693407210647458,6.894971007216903,-5.0,3.0,12.075622954953563,100.90832814579784,0.03095241448484029,148.70008127247567,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,103.52941176470809,128.676470588238,0.8585499164992602,0.0010000000000000009,0.0,1116.0,15.304065450935113,217.24050876311594,33.030052881071015,48.082571309894774,27.041285654947387,210.3769060710043,232.50282607679335,8.875575171202062,3.199189930961268,0.6346173028770631,217.75171369650678,4.615467211699043
EB12,88.0,0.5643419921683466,136.1476672186989,0.0,0.0,42.37608718168473,0.0,22.30447093547182,275.38038480673805,10.789135898594209,5.693407210647458,5.0,-1.0886597446764894,7.067812580168412,12.075622954953563,100.90832814579784,2.0,151.34648956873482,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,119.50549450549704,168.95604395604755,0.9059210159145649,0.0010000000000000009,0.0,1055.0,18.48179499397371,41.220038622693565,5.406635732475365,20.290523870205902,13.145261935102951,50.29981161812892,39.588407357396456,11.565041775715207,3.172188443605593,0.95,49.85440898569409,10.012301855220072
EB13,90.0,0.4443226541670482,91.74809031772764,0.0,0.0,42.37608718168473,0.0,20.35579819611527,154.13791260123472,10.789135898594209,5.693407210647458,15.65957081228472,-5.0,3.0,12.075622954953563,100.90832814579784,0.7251522223257764,165.63986386383547,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,77.0325203252049,150.40650406504386,0.9125695203865527,0.0020000000000000018,2.89630043377484e-255,405.0,8.222462060950981,144.20652355115433,245.5387556314997,257.5504168328193,131.77520841640964,148.07880781987438,264.85138003647995,21.580507368664875,1.600107689407817,0.95,149.04122363497632,8.733072865262024
EB13,92.0,0.5630929259141128,80.0394052285323,0.0,0.0,42.37608718168473,0.0,19.287111630135417,176.69908332691384,10.789135898594209,5.693407210647458,20.644998820238044,-5.0,3.0,12.075622954953563,100.90832814579784,1.111973922281603,187.76212562123027,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,110.46798029556885,171.18226600985585,0.9247666801904194,0.0,0.0,1072.0,15.80009810210165,81.60129381822131,3.590128236238172,18.52197226113043,12.260986130565215,84.41232726517805,120.91255064261811,14.286053238736116,15.783219014227853,0.9492772648502249,86.16381121101713,11.46181757370596
EB13,93.0,0.6048042402201776,121.73443835675462,19.572382432746906,0.0,42.37608718168473,0.0,20.577511170586927,156.443305163163,10.789135898594209,5.693407210647458,45.04661903967879,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,191.44690610144144,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,116.66666666666913,176.69172932331202,0.9248680027331961,0.0010000000000000009,0.0,741.0,14.753127025817376,344.28423040340857,179.2786864619303,193.10268833781856,99.55134416890928,349.0524563992049,313.79134191596034,9.060453780798866,0.6317209781093978,0.8919990335483288,347.8128762294416,4.094021917097512
EB13,94.0,0.5086087216789525,61.15962569774781,0.0,0.0,42.37608718168473,0.0,16.59927228080783,161.7149409485062,10.789135898594209,5.693407210647458,5.0,-5.0,3.0,12.075622954953563,100.90832814579784,1.3909126434701928,237.68582108859582,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,37.225274725275526,59.06593406593533,0.9333839685297112,0.0,2.2302875946047444e-126,278.0,3.5236903533019266,319.68636862075783,38.63736844741073,49.52023178848264,27.76011589424132,322.11071377792376,309.5448030362205,28.087640319988957,2.0,0.95,321.47924564538187,19.286984249822282
