Animal_Id,Cell_Id,ctl_peak,ctl_auc,ctl_thalf,peak_block100,auc_block100,peak_block75,auc_block75,peak_block50,auc_block50,peak_block25,auc_block25,apv_full_peak,apv_full_auc,mgfree_pd_peak,mgfree_anti_peak,ctl_anti_peak,ifen_peak,ifen_auc,ifen_thalf
EB12,76.0,12.80624857119424,4648.021385698075,260.5999999999852,7.20933060089958,3480.1637018129177,8.46019326283334,3740.0286825616486,9.822034086090852,4031.8083635055596,11.275711102156029,4335.354347005941,78.5500531873379,1703.935413116254,34.9294077887008,9.951928929371096,0.0,13.265071347227801,4803.921518407725,259.19999999998527
EB12,77.0,82.52213724796059,24213.98531869303,143.59999999999184,37.22788895830067,16715.691644028535,41.94734512789724,17748.688636969047,55.319413521084705,19142.820709023883,68.86402185072282,21160.03495604945,244.12368967620495,10241.248507235776,240.4581479981483,187.9065793614783,5.323143645591229,83.21692803212152,25155.609579350436,153.99999999999125
EB12,78.0,76.3077913733697,31837.119718799302,618.7999999999647,54.447207893863386,24769.691850013136,51.69876317592171,25846.644253045662,54.451813615175865,27244.168879837176,61.169746002648495,29152.25512012201,514.8065801305488,27817.547694156066,340.8483782232163,308.9980822657477,0.0,70.31186195881047,29191.97416890226,
EB12,79.0,68.66450311580041,29783.870458771387,,42.64167851364162,26463.870955026316,47.85408054195194,27150.958432920084,53.87053724175045,27917.410090935067,60.76193966568999,28785.181689310746,453.1141708600801,16866.385469431105,178.43008027060176,151.6624592487039,0.0,68.42809661779499,29633.24086244759,
EB12,80.0,64.90738203356877,25910.620290086958,,33.54861924229204,21605.2189560021,38.783425225310175,22395.66437608096,45.25824830671661,23347.13603195202,53.71664597621397,24499.281596532026,234.24833900212997,13502.853654396491,220.28986589819306,175.5590517874329,0.0,84.89342038184311,30851.92627152551,191.7999999999891
EB12,81.0,21.632418871256803,7074.495684957514,170.19999999999033,9.177365570815425,5116.844530857128,11.823305962584552,5569.296789636815,14.835059591641514,6042.876829101175,18.07604784543866,6542.545416522161,97.48214508642484,2508.361475249999,64.55288383185189,29.787681494097832,0.0,21.632418871256803,7074.495684957514,170.19999999999033
EB12,82.0,75.1109750611694,27199.452803525368,215.99999999998772,34.11193684029155,16838.74981646207,37.300940179080385,18516.677793429997,43.447457260298556,20628.02437316635,54.333459176120755,23440.0765278958,266.4127330809713,13151.379674327409,269.4364318848209,229.66950730134175,0.0,59.95204010583272,20015.43967538825,165.99999999999056
EB12,83.0,66.51309018574868,25109.2156553432,327.9999999999813,26.740449212854724,16483.4988287174,30.621183810998048,18024.18941931791,38.3441546615423,19943.93596730369,48.529447470210236,22262.504251514787,75.04286555070723,6910.176538506747,251.51851558909857,251.31555318636467,4.6484304138521395,61.31491609362506,19674.116926014656,161.7999999999908
EB12,84.0,91.02957906642288,31684.213389753182,228.79999999998705,53.32836233166553,21572.360990529356,52.91760657095362,23186.229995700516,58.04568837332375,25184.601824345846,70.062519718816,27834.12688271329,459.4813941078804,23736.642369541107,390.59229720874316,343.30231088990183,0.0,75.80513149984438,23759.32956130794,105.39999999999401
EB12,85.0,43.25533498147629,18393.05995753402,,30.42362801145896,14957.208498057713,29.809080247335096,15577.889401604643,30.487265887148105,16314.947208225252,33.231401000563196,17234.908618786896,310.3340794358881,16341.667966466177,147.6167164119816,118.67080292238148,0.0,38.03863484753721,16069.121724159528,
EB12,86.0,51.13383442921757,28209.94364000523,,42.02756931006577,26799.74834672035,44.09280498752506,27143.882565094966,46.30034336813736,27493.41868099925,48.64855990432609,27848.660264284918,236.13898922800666,10412.221234827053,77.36850358197667,0.0,0.0,49.651517234591246,27349.68091885968,
EB12,87.0,79.24183150778369,41174.95632152686,,78.02454275885869,40902.71456843545,78.32663950968131,40970.21518571178,78.63008650717637,41038.08324475518,78.93490521029359,41106.32910592724,506.2719592261087,48187.35223519002,80.99899662931456,0.0,0.0,78.20821849466071,40901.46995040472,
EB12,88.0,164.98058810505538,62764.2028346141,322.3999999999817,143.23729643746384,48318.15890233319,148.22859232034688,50470.554831702,153.23649109899628,53228.11092161671,158.70255244985572,57081.03396083854,665.1945709458828,47467.04397608754,322.48153261902326,253.55827576603235,0.0,152.99086809636583,48592.235874766564,27.199999999998454
EB13,90.0,97.40607029208275,40010.75967665626,,79.42811656575842,36271.184073177865,83.03218730405814,37019.42395182807,87.17242014019936,37871.00273719885,91.93510367012843,38852.31699435597,587.752144503356,46250.74194238357,205.6188636931742,155.90273449269634,0.0,93.450539242423,37771.174025006985,
EB13,92.0,75.64581369402768,38064.98877622796,,55.53018751944492,32280.697644323507,57.979000230298034,33487.1204990008,60.536851109569206,34862.5542897347,67.33241503536284,36378.42174642743,90.90285739679726,14617.265841440636,174.81764572388425,169.39397038216353,0.0,67.8169430689045,35235.973770803044,
EB13,93.0,125.73859254413762,43314.17779914943,241.39999999998628,114.78429276348021,30791.44637608921,115.00295816698555,32741.379157787975,116.75221848261526,35200.24000795028,120.01740420968163,38511.53048363066,483.03058144298063,27367.53691682214,290.37777706686916,222.2432441525018,0.0,120.74415638937127,35123.582024311174,101.9999999999942
EB13,94.0,46.12610405593323,20535.477089565837,,23.610870361093575,15123.97585021221,27.539519970173785,16265.558115167572,32.71379119652735,17518.841285155184,38.627451655233614,18922.266947877397,215.35614731482127,11092.179237141989,116.36035663622876,99.84656880101204,0.0,42.45548699885801,18266.745300665352,
EB13,95.0,56.831451539358795,34559.53862901571,,53.88195818303001,31796.35425445837,54.4395664340645,32448.343931448173,55.09015315565802,33124.52703374172,55.87683662874274,33827.32864111346,101.62476709143588,16540.105113208938,71.17157975486262,45.48644774027714,0.0,56.77903189207403,33245.8784898741,
EB13,97.0,66.5524373431264,27859.21599125746,509.7999999999711,33.43364582074224,18491.107026381636,39.693780863517205,20250.405089904096,47.08895117136423,22290.497494941967,55.87969976033968,24750.000940481896,321.4530558575375,12093.219649657603,215.3809503600594,203.42019846738194,0.0,60.721094909830214,21284.513136795253,222.19999999998737
EB13,98.0,54.362527817810545,26964.19697740052,,33.83469503029933,16848.191135866284,38.11367909633728,18749.77401407416,42.90703814426227,20963.47652051233,48.229566026563255,23625.77083133783,325.4199136088357,12922.336676784023,215.72394916988594,198.6206893149566,0.0,51.06246185352845,19326.095500136456,
